#XAMS_BESI_NL0012866412-t____
#BESI,BE SEMICONDUCTOR,XAMS,NL0012866412
#yyyy/MM/dd HH:mm:ss.fffffff
#Datetime,Price,Volume
2019/01/02 09:00:27.0000000;18.29;161
2019/01/02 09:00:27.0000001;18.29;2
2019/01/02 09:00:27.0000002;18.29;3
2019/01/02 09:00:27.0000003;18.29;4
2019/01/02 09:00:27.0000004;18.29;50
2019/01/02 09:00:27.0000005;18.29;50
2019/01/02 09:00:27.0000006;18.29;10
2019/01/02 09:00:27.0000007;18.29;28
2019/01/02 09:00:27.0000008;18.29;100
2019/01/02 09:00:27.0000009;18.29;466
2019/01/02 09:00:27.0000010;18.29;2
2019/01/02 09:00:27.0000011;18.29;44
2019/01/02 09:00:27.0000012;18.29;135
2019/01/02 09:00:27.0000013;18.29;100
2019/01/02 09:00:27.0000014;18.29;100
2019/01/02 09:00:27.0000015;18.29;100
2019/01/02 09:00:27.0000016;18.29;100
2019/01/02 09:00:27.0000017;18.29;21
2019/01/02 09:00:27.0000018;18.29;38
2019/01/02 09:00:27.0000019;18.29;110
2019/01/02 09:00:27.0000020;18.29;33
2019/01/02 09:00:27.0000021;18.29;77
2019/01/02 09:00:27.0000022;18.29;3
2019/01/02 09:00:27.0000023;18.29;47
2019/01/02 09:00:27.0000024;18.29;55
2019/01/02 09:00:27.0000025;18.29;37
2019/01/02 09:00:27.0000026;18.29;50
2019/01/02 09:00:27.0000027;18.29;216
2019/01/02 09:00:27.0000028;18.29;65
2019/01/02 09:00:27.0000029;18.29;35
2019/01/02 09:00:27.0000030;18.29;59
2019/01/02 09:00:27.0000031;18.29;104
2019/01/02 09:00:27.0000032;18.29;14
2019/01/02 09:00:27.0000033;18.29;68
2019/01/02 09:00:27.0000034;18.29;323
2019/01/02 09:00:27.0000035;18.29;80
2019/01/02 09:00:27.0000036;18.29;50
2019/01/02 09:00:27.0000037;18.29;379
2019/01/02 09:00:27.0000038;18.29;121
2019/01/02 09:00:27.0000039;18.29;26
2019/01/02 09:00:27.0000040;18.29;4
2019/01/02 09:00:27.0000041;18.29;40
2019/01/02 09:00:27.0000042;18.29;43
2019/01/02 09:00:27.0000043;18.29;57
2019/01/02 09:00:27.0000044;18.29;25
2019/01/02 09:00:27.0000045;18.29;2
2019/01/02 09:00:27.0000046;18.29;2
2019/01/02 09:00:27.0000047;18.29;57
2019/01/02 09:00:27.0000048;18.29;43
2019/01/02 09:00:27.0000049;18.29;18
2019/01/02 09:00:27.0000050;18.29;56
2019/01/02 09:00:27.0000051;18.29;96
2019/01/02 09:00:27.0000052;18.29;210
2019/01/02 09:00:27.0000053;18.29;49
2019/01/02 09:00:27.0000054;18.29;430
2019/01/02 09:00:27.0000055;18.29;55
2019/01/02 09:00:27.0000056;18.29;300
2019/01/02 09:00:27.0000057;18.29;50
2019/01/02 09:00:27.0000058;18.29;245
2019/01/02 09:00:27.0000059;18.29;150
2019/01/02 09:00:27.0000060;18.29;147
2019/01/02 09:00:27.0000061;18.29;27
2019/01/02 09:00:27.0000062;18.29;88
2019/01/02 09:00:27.0000063;18.29;243
2019/01/02 09:00:27.0000064;18.29;187
2019/01/02 09:00:27.0000065;18.29;82
2019/01/02 09:00:27.0000066;18.29;231
2019/01/02 09:00:27.0000067;18.29;12
2019/01/02 09:00:27.0000068;18.29;175
2019/01/02 09:00:27.0000069;18.29;65
2019/01/02 09:00:27.0000070;18.29;38
2019/01/02 09:00:27.0000071;18.29;91
2019/01/02 09:00:27.0000072;18.29;101
2019/01/02 09:00:27.0000073;18.29;51
2019/01/02 09:00:27.0000074;18.29;18
2019/01/02 09:00:27.0000075;18.282;339
2019/01/02 09:00:27.0000076;18.282;100
2019/01/02 09:00:27.0000077;18.282;91
2019/01/02 09:00:27.0000078;18.25;5
2019/01/02 09:00:27.0000079;18.25;150
2019/01/02 09:00:27.0000080;18.25;100
2019/01/02 09:00:32.0000000;18.202;1000
2019/01/02 09:00:32.0000001;18.202;413
2019/01/02 09:00:32.0000002;18.2;50
2019/01/02 09:00:32.0000003;18.2;22
2019/01/02 09:00:32.0000004;18.2;350
2019/01/02 09:00:32.0000005;18.202;178
2019/01/02 09:00:53.0000000;18.244;55
2019/01/02 09:01:08.0000000;18.2;628
2019/01/02 09:01:08.0000001;18.2;100
2019/01/02 09:01:08.0000002;18.2;435
2019/01/02 09:01:09.0000000;18.192;221
2019/01/02 09:01:09.0000001;18.192;78
2019/01/02 09:01:13.0000000;18.102;200
2019/01/02 09:01:18.0000000;18.1;4
2019/01/02 09:01:18.0000001;18.1;20
2019/01/02 09:01:18.0000002;18.1;276
2019/01/02 09:01:18.0000003;18.1;224
2019/01/02 09:01:18.0000004;18.08;300
2019/01/02 09:01:35.0000000;18.09;400
2019/01/02 09:01:35.0000001;18.1;200
2019/01/02 09:01:51.0000000;18.05;100
2019/01/02 09:03:13.0000000;18.138;324
2019/01/02 09:03:13.0000001;18.14;200
2019/01/02 09:03:13.0000002;18.14;200
2019/01/02 09:03:13.0000003;18.142;200
2019/01/02 09:03:13.0000004;18.142;2319
2019/01/02 09:03:13.0000005;18.148;200
2019/01/02 09:03:14.0000000;18.152;214
2019/01/02 09:03:14.0000001;18.152;105
2019/01/02 09:03:14.0000002;18.152;73
2019/01/02 09:03:15.0000000;18.178;64
2019/01/02 09:03:27.0000000;18.188;95
2019/01/02 09:03:27.0000001;18.19;231
2019/01/02 09:03:27.0000002;18.19;174
2019/01/02 09:03:34.0000000;18.194;200
2019/01/02 09:03:34.0000001;18.2;200
2019/01/02 09:03:34.0000002;18.2;285
2019/01/02 09:03:34.0000003;18.2;285
2019/01/02 09:03:34.0000004;18.226;153
2019/01/02 09:04:39.0000000;18.22;100
2019/01/02 09:04:39.0000001;18.22;300
2019/01/02 09:04:51.0000000;18.23;43
2019/01/02 09:04:51.0000001;18.23;257
2019/01/02 09:07:03.0000000;18.144;68
2019/01/02 09:07:03.0000001;18.144;32
2019/01/02 09:07:13.0000000;18.142;292
2019/01/02 09:08:24.0000000;18.14;100
2019/01/02 09:08:50.0000000;18.118;98
2019/01/02 09:08:52.0000000;18.1;300
2019/01/02 09:09:53.0000000;18.128;1000
2019/01/02 09:10:06.0000000;18.096;95
2019/01/02 09:10:24.0000000;18.12;136
2019/01/02 09:10:24.0000001;18.12;114
2019/01/02 09:10:34.0000000;18.08;121
2019/01/02 09:10:34.0000001;18.08;179
2019/01/02 09:10:53.0000000;18.08;250
2019/01/02 09:10:53.0000001;18.082;32
2019/01/02 09:10:53.0000002;18.082;363
2019/01/02 09:11:41.0000000;18.11;184
2019/01/02 09:12:04.0000000;18.138;150
2019/01/02 09:12:04.0000001;18.14;50
2019/01/02 09:12:14.0000000;18.138;100
2019/01/02 09:12:20.0000000;18.1;25
2019/01/02 09:12:20.0000001;18.08;200
2019/01/02 09:12:28.0000000;18.1;100
2019/01/02 09:12:29.0000000;18.06;100
2019/01/02 09:12:36.0000000;18.05;612
2019/01/02 09:12:36.0000001;18.05;388
2019/01/02 09:12:36.0000002;18.05;14
2019/01/02 09:12:42.0000000;18.05;200
2019/01/02 09:12:43.0000000;18.082;100
2019/01/02 09:15:05.0000000;18.05;200
2019/01/02 09:15:08.0000000;18.06;44
2019/01/02 09:15:08.0000001;18.06;200
2019/01/02 09:15:08.0000002;18.06;68
2019/01/02 09:15:08.0000003;18.06;132
2019/01/02 09:15:16.0000000;18.07;185
2019/01/02 09:15:18.0000000;18.044;45
2019/01/02 09:16:07.0000000;18.09;100
2019/01/02 09:16:07.0000001;18.09;100
2019/01/02 09:16:07.0000002;18.092;38
2019/01/02 09:16:12.0000000;18.07;500
2019/01/02 09:16:12.0000001;18.1;74
2019/01/02 09:16:12.0000002;18.1;212
2019/01/02 09:16:39.0000000;18.086;39
2019/01/02 09:16:39.0000001;18.086;11
2019/01/02 09:17:29.0000000;18.088;274
2019/01/02 09:17:29.0000001;18.088;200
2019/01/02 09:17:29.0000002;18.084;41
2019/01/02 09:17:29.0000003;18.082;41
2019/01/02 09:17:29.0000004;18.078;40
2019/01/02 09:17:29.0000005;18.076;39
2019/01/02 09:17:30.0000000;18.118;19
2019/01/02 09:18:25.0000000;18.076;200
2019/01/02 09:18:25.0000001;18.076;298
2019/01/02 09:18:25.0000002;18.074;100
2019/01/02 09:18:28.0000000;18.05;200
2019/01/02 09:18:28.0000001;18.05;200
2019/01/02 09:18:41.0000000;18.05;600
2019/01/02 09:18:41.0000001;18.04;155
2019/01/02 09:18:41.0000002;18.04;245
2019/01/02 09:18:43.0000000;18.02;154
2019/01/02 09:19:20.0000000;18.05;200
2019/01/02 09:19:20.0000001;18.05;541
2019/01/02 09:19:20.0000002;18.05;250
2019/01/02 09:19:20.0000003;18.05;100
2019/01/02 09:19:20.0000004;18.06;541
2019/01/02 09:19:20.0000005;18.06;276
2019/01/02 09:19:20.0000006;18.07;541
2019/01/02 09:19:20.0000007;18.072;151
2019/01/02 09:19:20.0000008;18.04;100
2019/01/02 09:20:15.0000000;18.02;346
2019/01/02 09:20:15.0000001;18.02;266
2019/01/02 09:20:15.0000002;18.02;1734
2019/01/02 09:20:15.0000003;18.02;686
2019/01/02 09:20:15.0000004;18.02;314
2019/01/02 09:20:15.0000005;18.01;163
2019/01/02 09:20:15.0000006;18.01;150
2019/01/02 09:20:15.0000007;18.01;150
2019/01/02 09:20:15.0000008;18.01;37
2019/01/02 09:20:15.0000009;18.01;500
2019/01/02 09:20:15.0000010;18;5
2019/01/02 09:20:15.0000011;18;30
2019/01/02 09:20:15.0000012;18;165
